datetime,year,month,day_of_month,week_of_year,day_of_week,hour,is_weekend,is_holiday,Consumption (MWh)
2016-01-01 00:00:00,2016,1,1,53,4,0,0,1,26277.24
2016-01-01 01:00:00,2016,1,1,53,4,1,0,1,24991.82
2016-01-01 02:00:00,2016,1,1,53,4,2,0,1,23532.61
2016-01-01 03:00:00,2016,1,1,53,4,3,0,1,22464.78
2016-01-01 04:00:00,2016,1,1,53,4,4,0,1,22002.91
2016-01-01 05:00:00,2016,1,1,53,4,5,0,1,21957.08
2016-01-01 06:00:00,2016,1,1,53,4,6,0,1,22203.54
2016-01-01 07:00:00,2016,1,1,53,4,7,0,1,21844.16
2016-01-01 08:00:00,2016,1,1,53,4,8,0,1,23094.73
2016-01-01 09:00:00,2016,1,1,53,4,9,0,1,25202.27
2016-01-01 10:00:00,2016,1,1,53,4,10,0,1,27224.96
2016-01-01 11:00:00,2016,1,1,53,4,11,0,1,28908.04
2016-01-01 12:00:00,2016,1,1,53,4,12,0,1,28789.25
2016-01-01 13:00:00,2016,1,1,53,4,13,0,1,29367.7
2016-01-01 14:00:00,2016,1,1,53,4,14,0,1,29548.32
2016-01-01 15:00:00,2016,1,1,53,4,15,0,1,29390.89
2016-01-01 16:00:00,2016,1,1,53,4,16,0,1,30734.97
2016-01-01 17:00:00,2016,1,1,53,4,17,0,1,32048.02
2016-01-01 18:00:00,2016,1,1,53,4,18,0,1,31438.11
2016-01-01 19:00:00,2016,1,1,53,4,19,0,1,30728.47
2016-01-01 20:00:00,2016,1,1,53,4,20,0,1,30166.14
2016-01-01 21:00:00,2016,1,1,53,4,21,0,1,29461.28
2016-01-01 22:00:00,2016,1,1,53,4,22,0,1,29242.83
2016-01-01 23:00:00,2016,1,1,53,4,23,0,1,28069.09
2016-01-02 00:00:00,2016,1,2,53,5,0,1,0,26224.6
2016-01-02 01:00:00,2016,1,2,53,5,1,1,0,24708.58
2016-01-02 02:00:00,2016,1,2,53,5,2,1,0,23771.58
2016-01-02 03:00:00,2016,1,2,53,5,3,1,0,22921.29
2016-01-02 04:00:00,2016,1,2,53,5,4,1,0,22870.89
2016-01-02 05:00:00,2016,1,2,53,5,5,1,0,23325.63
2016-01-02 06:00:00,2016,1,2,53,5,6,1,0,23604.98
2016-01-02 07:00:00,2016,1,2,53,5,7,1,0,24022.7
2016-01-02 08:00:00,2016,1,2,53,5,8,1,0,26930.48
2016-01-02 09:00:00,2016,1,2,53,5,9,1,0,30043.6
2016-01-02 10:00:00,2016,1,2,53,5,10,1,0,32102.38
2016-01-02 11:00:00,2016,1,2,53,5,11,1,0,33431.89
2016-01-02 12:00:00,2016,1,2,53,5,12,1,0,32910.61
2016-01-02 13:00:00,2016,1,2,53,5,13,1,0,32887.61
2016-01-02 14:00:00,2016,1,2,53,5,14,1,0,32796.18
2016-01-02 15:00:00,2016,1,2,53,5,15,1,0,32594.55
2016-01-02 16:00:00,2016,1,2,53,5,16,1,0,33358.47
2016-01-02 17:00:00,2016,1,2,53,5,17,1,0,34387.95
2016-01-02 18:00:00,2016,1,2,53,5,18,1,0,33591.26
2016-01-02 19:00:00,2016,1,2,53,5,19,1,0,32648.83
2016-01-02 20:00:00,2016,1,2,53,5,20,1,0,31897.73
2016-01-02 21:00:00,2016,1,2,53,5,21,1,0,31049.2
2016-01-02 22:00:00,2016,1,2,53,5,22,1,0,30906.43
2016-01-02 23:00:00,2016,1,2,53,5,23,1,0,29621.09
2016-01-03 00:00:00,2016,1,3,53,6,0,1,0,27613.96
2016-01-03 01:00:00,2016,1,3,53,6,1,1,0,25779.28
2016-01-03 02:00:00,2016,1,3,53,6,2,1,0,24566.31
2016-01-03 03:00:00,2016,1,3,53,6,3,1,0,23878.42
2016-01-03 04:00:00,2016,1,3,53,6,4,1,0,23511.38
2016-01-03 05:00:00,2016,1,3,53,6,5,1,0,23672.32
2016-01-03 06:00:00,2016,1,3,53,6,6,1,0,23827.08
2016-01-03 07:00:00,2016,1,3,53,6,7,1,0,23405.11
2016-01-03 08:00:00,2016,1,3,53,6,8,1,0,24638.72
2016-01-03 09:00:00,2016,1,3,53,6,9,1,0,26802.38
2016-01-03 10:00:00,2016,1,3,53,6,10,1,0,28779.88
2016-01-03 11:00:00,2016,1,3,53,6,11,1,0,30204.3
2016-01-03 12:00:00,2016,1,3,53,6,12,1,0,30588.3
2016-01-03 13:00:00,2016,1,3,53,6,13,1,0,30902.63
2016-01-03 14:00:00,2016,1,3,53,6,14,1,0,31056.47
2016-01-03 15:00:00,2016,1,3,53,6,15,1,0,30979.53
2016-01-03 16:00:00,2016,1,3,53,6,16,1,0,32297.46
2016-01-03 17:00:00,2016,1,3,53,6,17,1,0,33462.96
2016-01-03 18:00:00,2016,1,3,53,6,18,1,0,33151.03
2016-01-03 19:00:00,2016,1,3,53,6,19,1,0,32450.21
2016-01-03 20:00:00,2016,1,3,53,6,20,1,0,32093.93
2016-01-03 21:00:00,2016,1,3,53,6,21,1,0,31315.16
2016-01-03 22:00:00,2016,1,3,53,6,22,1,0,31014.19
2016-01-03 23:00:00,2016,1,3,53,6,23,1,0,29462.06
2016-01-04 00:00:00,2016,1,4,1,0,0,0,0,27103.09
2016-01-04 01:00:00,2016,1,4,1,0,1,0,0,25439.84
2016-01-04 02:00:00,2016,1,4,1,0,2,0,0,24395.07
2016-01-04 03:00:00,2016,1,4,1,0,3,0,0,23961.03
2016-01-04 04:00:00,2016,1,4,1,0,4,0,0,23860.63
2016-01-04 05:00:00,2016,1,4,1,0,5,0,0,24418.47
2016-01-04 06:00:00,2016,1,4,1,0,6,0,0,25708.59
2016-01-04 07:00:00,2016,1,4,1,0,7,0,0,27455.39
2016-01-04 08:00:00,2016,1,4,1,0,8,0,0,32982.07
2016-01-04 09:00:00,2016,1,4,1,0,9,0,0,37175.84
2016-01-04 10:00:00,2016,1,4,1,0,10,0,0,38606.67
2016-01-04 11:00:00,2016,1,4,1,0,11,0,0,39659.57
2016-01-04 12:00:00,2016,1,4,1,0,12,0,0,38416.32
2016-01-04 13:00:00,2016,1,4,1,0,13,0,0,39279.26
2016-01-04 14:00:00,2016,1,4,1,0,14,0,0,39661.98
2016-01-04 15:00:00,2016,1,4,1,0,15,0,0,39211.0
2016-01-04 16:00:00,2016,1,4,1,0,16,0,0,39760.12
2016-01-04 17:00:00,2016,1,4,1,0,17,0,0,39633.29
2016-01-04 18:00:00,2016,1,4,1,0,18,0,0,37621.41
2016-01-04 19:00:00,2016,1,4,1,0,19,0,0,35954.18
2016-01-04 20:00:00,2016,1,4,1,0,20,0,0,35114.12
2016-01-04 21:00:00,2016,1,4,1,0,21,0,0,34066.4
2016-01-04 22:00:00,2016,1,4,1,0,22,0,0,33686.83
2016-01-04 23:00:00,2016,1,4,1,0,23,0,0,31733.54
2016-01-05 00:00:00,2016,1,5,1,1,0,0,0,29244.38
2016-01-05 01:00:00,2016,1,5,1,1,1,0,0,27637.23
2016-01-05 02:00:00,2016,1,5,1,1,2,0,0,26335.78
2016-01-05 03:00:00,2016,1,5,1,1,3,0,0,25870.23
2016-01-05 04:00:00,2016,1,5,1,1,4,0,0,25975.07
2016-01-05 05:00:00,2016,1,5,1,1,5,0,0,26318.48
2016-01-05 06:00:00,2016,1,5,1,1,6,0,0,27109.29
2016-01-05 07:00:00,2016,1,5,1,1,7,0,0,28570.22
2016-01-05 08:00:00,2016,1,5,1,1,8,0,0,33106.0
2016-01-05 09:00:00,2016,1,5,1,1,9,0,0,36657.12
2016-01-05 10:00:00,2016,1,5,1,1,10,0,0,37776.49
2016-01-05 11:00:00,2016,1,5,1,1,11,0,0,38664.22
2016-01-05 12:00:00,2016,1,5,1,1,12,0,0,37522.11
2016-01-05 13:00:00,2016,1,5,1,1,13,0,0,37820.69
2016-01-05 14:00:00,2016,1,5,1,1,14,0,0,38086.11
2016-01-05 15:00:00,2016,1,5,1,1,15,0,0,37834.89
2016-01-05 16:00:00,2016,1,5,1,1,16,0,0,38599.34
2016-01-05 17:00:00,2016,1,5,1,1,17,0,0,38669.63
2016-01-05 18:00:00,2016,1,5,1,1,18,0,0,36954.78
2016-01-05 19:00:00,2016,1,5,1,1,19,0,0,35306.11
2016-01-05 20:00:00,2016,1,5,1,1,20,0,0,34301.59
2016-01-05 21:00:00,2016,1,5,1,1,21,0,0,33400.82
2016-01-05 22:00:00,2016,1,5,1,1,22,0,0,33359.37
2016-01-05 23:00:00,2016,1,5,1,1,23,0,0,31629.97
2016-01-06 00:00:00,2016,1,6,1,2,0,0,0,29189.27
2016-01-06 01:00:00,2016,1,6,1,2,1,0,0,27614.02
2016-01-06 02:00:00,2016,1,6,1,2,2,0,0,26578.97
2016-01-06 03:00:00,2016,1,6,1,2,3,0,0,25719.19
2016-01-06 04:00:00,2016,1,6,1,2,4,0,0,25864.63
2016-01-06 05:00:00,2016,1,6,1,2,5,0,0,25918.59
2016-01-06 06:00:00,2016,1,6,1,2,6,0,0,27091.94
2016-01-06 07:00:00,2016,1,6,1,2,7,0,0,28533.05
2016-01-06 08:00:00,2016,1,6,1,2,8,0,0,33203.34
2016-01-06 09:00:00,2016,1,6,1,2,9,0,0,36257.22
2016-01-06 10:00:00,2016,1,6,1,2,10,0,0,37212.91
2016-01-06 11:00:00,2016,1,6,1,2,11,0,0,37844.74
2016-01-06 12:00:00,2016,1,6,1,2,12,0,0,36194.13
2016-01-06 13:00:00,2016,1,6,1,2,13,0,0,36542.73
2016-01-06 14:00:00,2016,1,6,1,2,14,0,0,36847.22
2016-01-06 15:00:00,2016,1,6,1,2,15,0,0,36433.88
2016-01-06 16:00:00,2016,1,6,1,2,16,0,0,37581.09
2016-01-06 17:00:00,2016,1,6,1,2,17,0,0,37304.52
2016-01-06 18:00:00,2016,1,6,1,2,18,0,0,35832.0
2016-01-06 19:00:00,2016,1,6,1,2,19,0,0,34499.94
2016-01-06 20:00:00,2016,1,6,1,2,20,0,0,33670.0
2016-01-06 21:00:00,2016,1,6,1,2,21,0,0,32931.12
2016-01-06 22:00:00,2016,1,6,1,2,22,0,0,32913.06
2016-01-06 23:00:00,2016,1,6,1,2,23,0,0,31450.65
2016-01-07 00:00:00,2016,1,7,1,3,0,0,0,28763.95
2016-01-07 01:00:00,2016,1,7,1,3,1,0,0,27284.84
2016-01-07 02:00:00,2016,1,7,1,3,2,0,0,26321.95
2016-01-07 03:00:00,2016,1,7,1,3,3,0,0,25748.49
2016-01-07 04:00:00,2016,1,7,1,3,4,0,0,25636.58
2016-01-07 05:00:00,2016,1,7,1,3,5,0,0,25932.52
2016-01-07 06:00:00,2016,1,7,1,3,6,0,0,26963.74
2016-01-07 07:00:00,2016,1,7,1,3,7,0,0,28444.83
2016-01-07 08:00:00,2016,1,7,1,3,8,0,0,32804.27
2016-01-07 09:00:00,2016,1,7,1,3,9,0,0,35608.3
2016-01-07 10:00:00,2016,1,7,1,3,10,0,0,36500.83
2016-01-07 11:00:00,2016,1,7,1,3,11,0,0,37350.92
2016-01-07 12:00:00,2016,1,7,1,3,12,0,0,35900.99
2016-01-07 13:00:00,2016,1,7,1,3,13,0,0,36800.39
2016-01-07 14:00:00,2016,1,7,1,3,14,0,0,37376.83
2016-01-07 15:00:00,2016,1,7,1,3,15,0,0,37100.43
2016-01-07 16:00:00,2016,1,7,1,3,16,0,0,37668.65
2016-01-07 17:00:00,2016,1,7,1,3,17,0,0,37906.99
2016-01-07 18:00:00,2016,1,7,1,3,18,0,0,35841.62
2016-01-07 19:00:00,2016,1,7,1,3,19,0,0,34621.65
2016-01-07 20:00:00,2016,1,7,1,3,20,0,0,33784.72
2016-01-07 21:00:00,2016,1,7,1,3,21,0,0,32638.14
2016-01-07 22:00:00,2016,1,7,1,3,22,0,0,32739.98
2016-01-07 23:00:00,2016,1,7,1,3,23,0,0,31092.87
2016-01-08 00:00:00,2016,1,8,1,4,0,0,0,28602.02
2016-01-08 01:00:00,2016,1,8,1,4,1,0,0,27112.37
2016-01-08 02:00:00,2016,1,8,1,4,2,0,0,25975.34
2016-01-08 03:00:00,2016,1,8,1,4,3,0,0,25315.55
2016-01-08 04:00:00,2016,1,8,1,4,4,0,0,25128.15
2016-01-08 05:00:00,2016,1,8,1,4,5,0,0,25356.22
2016-01-08 06:00:00,2016,1,8,1,4,6,0,0,26338.72
2016-01-08 07:00:00,2016,1,8,1,4,7,0,0,28086.42
2016-01-08 08:00:00,2016,1,8,1,4,8,0,0,32702.24
2016-01-08 09:00:00,2016,1,8,1,4,9,0,0,35788.17
2016-01-08 10:00:00,2016,1,8,1,4,10,0,0,36843.2
2016-01-08 11:00:00,2016,1,8,1,4,11,0,0,37140.0
2016-01-08 12:00:00,2016,1,8,1,4,12,0,0,34622.56
2016-01-08 13:00:00,2016,1,8,1,4,13,0,0,36134.82
2016-01-08 14:00:00,2016,1,8,1,4,14,0,0,36555.58
2016-01-08 15:00:00,2016,1,8,1,4,15,0,0,36190.41
2016-01-08 16:00:00,2016,1,8,1,4,16,0,0,37031.72
2016-01-08 17:00:00,2016,1,8,1,4,17,0,0,37773.7
2016-01-08 18:00:00,2016,1,8,1,4,18,0,0,35930.69
2016-01-08 19:00:00,2016,1,8,1,4,19,0,0,34710.46
2016-01-08 20:00:00,2016,1,8,1,4,20,0,0,33907.65
2016-01-08 21:00:00,2016,1,8,1,4,21,0,0,33048.69
2016-01-08 22:00:00,2016,1,8,1,4,22,0,0,33220.16
2016-01-08 23:00:00,2016,1,8,1,4,23,0,0,32021.6
2016-01-09 00:00:00,2016,1,9,1,5,0,1,0,29906.93
2016-01-09 01:00:00,2016,1,9,1,5,1,1,0,28061.98
2016-01-09 02:00:00,2016,1,9,1,5,2,1,0,26808.78
2016-01-09 03:00:00,2016,1,9,1,5,3,1,0,25798.8
2016-01-09 04:00:00,2016,1,9,1,5,4,1,0,25820.46
2016-01-09 05:00:00,2016,1,9,1,5,5,1,0,26035.77
2016-01-09 06:00:00,2016,1,9,1,5,6,1,0,26451.24
2016-01-09 07:00:00,2016,1,9,1,5,7,1,0,26853.42
2016-01-09 08:00:00,2016,1,9,1,5,8,1,0,30627.32
2016-01-09 09:00:00,2016,1,9,1,5,9,1,0,33468.25
2016-01-09 10:00:00,2016,1,9,1,5,10,1,0,34792.84
2016-01-09 11:00:00,2016,1,9,1,5,11,1,0,35382.85
2016-01-09 12:00:00,2016,1,9,1,5,12,1,0,34131.49
2016-01-09 13:00:00,2016,1,9,1,5,13,1,0,33827.99
2016-01-09 14:00:00,2016,1,9,1,5,14,1,0,33524.8
2016-01-09 15:00:00,2016,1,9,1,5,15,1,0,32951.39
2016-01-09 16:00:00,2016,1,9,1,5,16,1,0,33655.89
2016-01-09 17:00:00,2016,1,9,1,5,17,1,0,35045.14
2016-01-09 18:00:00,2016,1,9,1,5,18,1,0,34407.27
2016-01-09 19:00:00,2016,1,9,1,5,19,1,0,33494.32
2016-01-09 20:00:00,2016,1,9,1,5,20,1,0,32624.31
2016-01-09 21:00:00,2016,1,9,1,5,21,1,0,32097.79
2016-01-09 22:00:00,2016,1,9,1,5,22,1,0,32176.63
2016-01-09 23:00:00,2016,1,9,1,5,23,1,0,30760.17
2016-01-10 00:00:00,2016,1,10,1,6,0,1,0,28890.37
2016-01-10 01:00:00,2016,1,10,1,6,1,1,0,27133.75
2016-01-10 02:00:00,2016,1,10,1,6,2,1,0,25656.13
2016-01-10 03:00:00,2016,1,10,1,6,3,1,0,24937.87
2016-01-10 04:00:00,2016,1,10,1,6,4,1,0,24538.16
2016-01-10 05:00:00,2016,1,10,1,6,5,1,0,24616.05
2016-01-10 06:00:00,2016,1,10,1,6,6,1,0,24478.14
2016-01-10 07:00:00,2016,1,10,1,6,7,1,0,23813.35
2016-01-10 08:00:00,2016,1,10,1,6,8,1,0,24676.92
2016-01-10 09:00:00,2016,1,10,1,6,9,1,0,26693.26
2016-01-10 10:00:00,2016,1,10,1,6,10,1,0,28136.07
2016-01-10 11:00:00,2016,1,10,1,6,11,1,0,29059.35
2016-01-10 12:00:00,2016,1,10,1,6,12,1,0,28947.35
2016-01-10 13:00:00,2016,1,10,1,6,13,1,0,28944.66
2016-01-10 14:00:00,2016,1,10,1,6,14,1,0,29089.83
2016-01-10 15:00:00,2016,1,10,1,6,15,1,0,29447.75
2016-01-10 16:00:00,2016,1,10,1,6,16,1,0,30569.07
2016-01-10 17:00:00,2016,1,10,1,6,17,1,0,32006.15
2016-01-10 18:00:00,2016,1,10,1,6,18,1,0,31706.26
2016-01-10 19:00:00,2016,1,10,1,6,19,1,0,31305.87
2016-01-10 20:00:00,2016,1,10,1,6,20,1,0,30870.26
2016-01-10 21:00:00,2016,1,10,1,6,21,1,0,30462.79
2016-01-10 22:00:00,2016,1,10,1,6,22,1,0,30537.75
2016-01-10 23:00:00,2016,1,10,1,6,23,1,0,28857.66
2016-01-11 00:00:00,2016,1,11,2,0,0,0,0,27130.75
2016-01-11 01:00:00,2016,1,11,2,0,1,0,0,25403.4
2016-01-11 02:00:00,2016,1,11,2,0,2,0,0,24452.96
2016-01-11 03:00:00,2016,1,11,2,0,3,0,0,23959.85
2016-01-11 04:00:00,2016,1,11,2,0,4,0,0,23839.28
2016-01-11 05:00:00,2016,1,11,2,0,5,0,0,24358.46
2016-01-11 06:00:00,2016,1,11,2,0,6,0,0,25800.81
2016-01-11 07:00:00,2016,1,11,2,0,7,0,0,27336.03
2016-01-11 08:00:00,2016,1,11,2,0,8,0,0,32683.24
2016-01-11 09:00:00,2016,1,11,2,0,9,0,0,35710.94
2016-01-11 10:00:00,2016,1,11,2,0,10,0,0,36707.21
2016-01-11 11:00:00,2016,1,11,2,0,11,0,0,37289.29
2016-01-11 12:00:00,2016,1,11,2,0,12,0,0,35723.2
2016-01-11 13:00:00,2016,1,11,2,0,13,0,0,36053.2
2016-01-11 14:00:00,2016,1,11,2,0,14,0,0,36383.06
2016-01-11 15:00:00,2016,1,11,2,0,15,0,0,36013.19
2016-01-11 16:00:00,2016,1,11,2,0,16,0,0,36848.54
2016-01-11 17:00:00,2016,1,11,2,0,17,0,0,37368.4
2016-01-11 18:00:00,2016,1,11,2,0,18,0,0,35697.3
2016-01-11 19:00:00,2016,1,11,2,0,19,0,0,34482.37
2016-01-11 20:00:00,2016,1,11,2,0,20,0,0,33526.95
2016-01-11 21:00:00,2016,1,11,2,0,21,0,0,32634.16
2016-01-11 22:00:00,2016,1,11,2,0,22,0,0,32791.35
2016-01-11 23:00:00,2016,1,11,2,0,23,0,0,31147.83
2016-01-12 00:00:00,2016,1,12,2,1,0,0,0,29161.64
2016-01-12 01:00:00,2016,1,12,2,1,1,0,0,27519.24
2016-01-12 02:00:00,2016,1,12,2,1,2,0,0,26256.43
2016-01-12 03:00:00,2016,1,12,2,1,3,0,0,25766.11
2016-01-12 04:00:00,2016,1,12,2,1,4,0,0,25808.92
2016-01-12 05:00:00,2016,1,12,2,1,5,0,0,26222.03
2016-01-12 06:00:00,2016,1,12,2,1,6,0,0,27290.07
2016-01-12 07:00:00,2016,1,12,2,1,7,0,0,28628.67
2016-01-12 08:00:00,2016,1,12,2,1,8,0,0,32817.04
2016-01-12 09:00:00,2016,1,12,2,1,9,0,0,34991.32
2016-01-12 10:00:00,2016,1,12,2,1,10,0,0,35653.04
2016-01-12 11:00:00,2016,1,12,2,1,11,0,0,36011.52
2016-01-12 12:00:00,2016,1,12,2,1,12,0,0,34256.45
2016-01-12 13:00:00,2016,1,12,2,1,13,0,0,34650.74
2016-01-12 14:00:00,2016,1,12,2,1,14,0,0,34934.0
2016-01-12 15:00:00,2016,1,12,2,1,15,0,0,34785.11
2016-01-12 16:00:00,2016,1,12,2,1,16,0,0,35690.28
2016-01-12 17:00:00,2016,1,12,2,1,17,0,0,36566.5
2016-01-12 18:00:00,2016,1,12,2,1,18,0,0,35055.97
2016-01-12 19:00:00,2016,1,12,2,1,19,0,0,33912.94
2016-01-12 20:00:00,2016,1,12,2,1,20,0,0,33131.98
2016-01-12 21:00:00,2016,1,12,2,1,21,0,0,32332.76
2016-01-12 22:00:00,2016,1,12,2,1,22,0,0,32523.14
2016-01-12 23:00:00,2016,1,12,2,1,23,0,0,30906.87
2016-01-13 00:00:00,2016,1,13,2,2,0,0,0,28823.02
2016-01-13 01:00:00,2016,1,13,2,2,1,0,0,27321.69
2016-01-13 02:00:00,2016,1,13,2,2,2,0,0,26265.24
2016-01-13 03:00:00,2016,1,13,2,2,3,0,0,25879.07
2016-01-13 04:00:00,2016,1,13,2,2,4,0,0,25685.09
2016-01-13 05:00:00,2016,1,13,2,2,5,0,0,26018.14
2016-01-13 06:00:00,2016,1,13,2,2,6,0,0,27012.72
2016-01-13 07:00:00,2016,1,13,2,2,7,0,0,28420.19
2016-01-13 08:00:00,2016,1,13,2,2,8,0,0,32572.38
2016-01-13 09:00:00,2016,1,13,2,2,9,0,0,35554.83
2016-01-13 10:00:00,2016,1,13,2,2,10,0,0,36427.94
2016-01-13 11:00:00,2016,1,13,2,2,11,0,0,36962.04
2016-01-13 12:00:00,2016,1,13,2,2,12,0,0,35458.54
2016-01-13 13:00:00,2016,1,13,2,2,13,0,0,35858.18
2016-01-13 14:00:00,2016,1,13,2,2,14,0,0,36201.35
2016-01-13 15:00:00,2016,1,13,2,2,15,0,0,36012.25
2016-01-13 16:00:00,2016,1,13,2,2,16,0,0,36785.82
2016-01-13 17:00:00,2016,1,13,2,2,17,0,0,37173.82
2016-01-13 18:00:00,2016,1,13,2,2,18,0,0,35574.06
2016-01-13 19:00:00,2016,1,13,2,2,19,0,0,34298.68
2016-01-13 20:00:00,2016,1,13,2,2,20,0,0,33580.53
2016-01-13 21:00:00,2016,1,13,2,2,21,0,0,32554.09
2016-01-13 22:00:00,2016,1,13,2,2,22,0,0,32836.52
2016-01-13 23:00:00,2016,1,13,2,2,23,0,0,31307.88
2016-01-14 00:00:00,2016,1,14,2,3,0,0,0,29225.99
2016-01-14 01:00:00,2016,1,14,2,3,1,0,0,27650.42
2016-01-14 02:00:00,2016,1,14,2,3,2,0,0,26656.23
2016-01-14 03:00:00,2016,1,14,2,3,3,0,0,26235.1
2016-01-14 04:00:00,2016,1,14,2,3,4,0,0,26136.04
2016-01-14 05:00:00,2016,1,14,2,3,5,0,0,26689.3
2016-01-14 06:00:00,2016,1,14,2,3,6,0,0,27652.89
2016-01-14 07:00:00,2016,1,14,2,3,7,0,0,29176.95
2016-01-14 08:00:00,2016,1,14,2,3,8,0,0,33352.18
2016-01-14 09:00:00,2016,1,14,2,3,9,0,0,35814.77
2016-01-14 10:00:00,2016,1,14,2,3,10,0,0,36809.99
2016-01-14 11:00:00,2016,1,14,2,3,11,0,0,37010.75
2016-01-14 12:00:00,2016,1,14,2,3,12,0,0,35461.46
2016-01-14 13:00:00,2016,1,14,2,3,13,0,0,35859.72
2016-01-14 14:00:00,2016,1,14,2,3,14,0,0,36279.45
2016-01-14 15:00:00,2016,1,14,2,3,15,0,0,35936.67
2016-01-14 16:00:00,2016,1,14,2,3,16,0,0,36827.63
2016-01-14 17:00:00,2016,1,14,2,3,17,0,0,37481.89
2016-01-14 18:00:00,2016,1,14,2,3,18,0,0,36195.39
2016-01-14 19:00:00,2016,1,14,2,3,19,0,0,34914.82
2016-01-14 20:00:00,2016,1,14,2,3,20,0,0,34091.81
2016-01-14 21:00:00,2016,1,14,2,3,21,0,0,33323.9
2016-01-14 22:00:00,2016,1,14,2,3,22,0,0,33345.01
2016-01-14 23:00:00,2016,1,14,2,3,23,0,0,31938.6
2016-01-15 00:00:00,2016,1,15,2,4,0,0,0,29667.03
2016-01-15 01:00:00,2016,1,15,2,4,1,0,0,27961.7
2016-01-15 02:00:00,2016,1,15,2,4,2,0,0,26760.14
2016-01-15 03:00:00,2016,1,15,2,4,3,0,0,26351.43
2016-01-15 04:00:00,2016,1,15,2,4,4,0,0,26190.0
2016-01-15 05:00:00,2016,1,15,2,4,5,0,0,26646.35
2016-01-15 06:00:00,2016,1,15,2,4,6,0,0,27845.52
2016-01-15 07:00:00,2016,1,15,2,4,7,0,0,29266.49
2016-01-15 08:00:00,2016,1,15,2,4,8,0,0,33637.71
2016-01-15 09:00:00,2016,1,15,2,4,9,0,0,36386.28
2016-01-15 10:00:00,2016,1,15,2,4,10,0,0,36970.5
2016-01-15 11:00:00,2016,1,15,2,4,11,0,0,37103.17
2016-01-15 12:00:00,2016,1,15,2,4,12,0,0,34121.26
2016-01-15 13:00:00,2016,1,15,2,4,13,0,0,35523.17
2016-01-15 14:00:00,2016,1,15,2,4,14,0,0,35717.39
2016-01-15 15:00:00,2016,1,15,2,4,15,0,0,35343.51
2016-01-15 16:00:00,2016,1,15,2,4,16,0,0,36473.19
2016-01-15 17:00:00,2016,1,15,2,4,17,0,0,37425.77
2016-01-15 18:00:00,2016,1,15,2,4,18,0,0,36019.98
2016-01-15 19:00:00,2016,1,15,2,4,19,0,0,34574.97
2016-01-15 20:00:00,2016,1,15,2,4,20,0,0,33756.4
2016-01-15 21:00:00,2016,1,15,2,4,21,0,0,33140.33
2016-01-15 22:00:00,2016,1,15,2,4,22,0,0,33272.46
2016-01-15 23:00:00,2016,1,15,2,4,23,0,0,31803.26
2016-01-16 00:00:00,2016,1,16,2,5,0,1,0,29790.9
2016-01-16 01:00:00,2016,1,16,2,5,1,1,0,28108.68
2016-01-16 02:00:00,2016,1,16,2,5,2,1,0,26867.16
2016-01-16 03:00:00,2016,1,16,2,5,3,1,0,26241.31
2016-01-16 04:00:00,2016,1,16,2,5,4,1,0,25928.6
2016-01-16 05:00:00,2016,1,16,2,5,5,1,0,26137.31
2016-01-16 06:00:00,2016,1,16,2,5,6,1,0,26617.72
2016-01-16 07:00:00,2016,1,16,2,5,7,1,0,27115.23
2016-01-16 08:00:00,2016,1,16,2,5,8,1,0,30856.87
2016-01-16 09:00:00,2016,1,16,2,5,9,1,0,33419.96
2016-01-16 10:00:00,2016,1,16,2,5,10,1,0,34766.44
2016-01-16 11:00:00,2016,1,16,2,5,11,1,0,35336.99
2016-01-16 12:00:00,2016,1,16,2,5,12,1,0,34062.01
2016-01-16 13:00:00,2016,1,16,2,5,13,1,0,33973.61
2016-01-16 14:00:00,2016,1,16,2,5,14,1,0,33592.64
2016-01-16 15:00:00,2016,1,16,2,5,15,1,0,33087.78
2016-01-16 16:00:00,2016,1,16,2,5,16,1,0,33693.47
2016-01-16 17:00:00,2016,1,16,2,5,17,1,0,34599.67
2016-01-16 18:00:00,2016,1,16,2,5,18,1,0,33773.4
2016-01-16 19:00:00,2016,1,16,2,5,19,1,0,32770.63
2016-01-16 20:00:00,2016,1,16,2,5,20,1,0,32167.64
2016-01-16 21:00:00,2016,1,16,2,5,21,1,0,31414.53
2016-01-16 22:00:00,2016,1,16,2,5,22,1,0,31666.2
2016-01-16 23:00:00,2016,1,16,2,5,23,1,0,30292.67
2016-01-17 00:00:00,2016,1,17,2,6,0,1,0,28125.56
2016-01-17 01:00:00,2016,1,17,2,6,1,1,0,26344.08
2016-01-17 02:00:00,2016,1,17,2,6,2,1,0,25233.2
2016-01-17 03:00:00,2016,1,17,2,6,3,1,0,24526.4
2016-01-17 04:00:00,2016,1,17,2,6,4,1,0,24131.34
2016-01-17 05:00:00,2016,1,17,2,6,5,1,0,24277.13
2016-01-17 06:00:00,2016,1,17,2,6,6,1,0,24149.15
2016-01-17 07:00:00,2016,1,17,2,6,7,1,0,23448.7
2016-01-17 08:00:00,2016,1,17,2,6,8,1,0,24484.28
2016-01-17 09:00:00,2016,1,17,2,6,9,1,0,26064.26
2016-01-17 10:00:00,2016,1,17,2,6,10,1,0,27602.68
2016-01-17 11:00:00,2016,1,17,2,6,11,1,0,28719.23
2016-01-17 12:00:00,2016,1,17,2,6,12,1,0,28965.99
2016-01-17 13:00:00,2016,1,17,2,6,13,1,0,29082.02
